"id";"title";"year";"depth";"citingFilled";"geosimvalid"
"17553129821960867263";" Evaluation of the performance of different atmospheric chemical transport models and inter-comparison of nitrogen and sulphur deposition estimates for the …";"2015";"2";"false";"792"
"649138459412153785";"Reporting on the performance and usability of planning support systems—Towards a common understanding";"2020";"2";"false";"409"
"16048469994894734660";"Examining spatial carbon metabolism: Features, future simulation, and land-based mitigation";"2020";"2";"false";"549"
"15042053775277277452";"Discussion on rapid evaluation method of large-scale land degradation in China";"2022";"2";"false";"837"
"8065491431735050448";" Discussion on the application of geographic information system in urban ecological environment management under the background of big data";"2020";"2";"false";"808"
"3811212801011126871";"Validity of Cost-Benefit Analysis for Flood Prevention Projects: Insights from Sensitivity Analysis";"2009";"2";"false";"337"
"5237079916450501734";"Defining spatial structure for fishery stock assessment";"2020";"2";"false";"761"
"13991890158210568799";"A spatial simulation model for forest succession in the Upper Mississippi River floodplain";"2009";"2";"false";"262"
"13027696333487021839";"Experimental results and spatial simulation of climate in a greenhouse with insect screens";"2009";"2";"false";"181"
"3097976691785935159";" Dinamica: a new model to simulate and study landscape dynamics";"2002";"2";"false";"851"
"16732235955509455895";" A methodology for automated geosimulation model generation";"2013";"2";"false";"392"
"1852963559274838907";"Evaluation of model validation techniques in land cover dynamics";"2013";"2";"false";"561"
"16182614902334606745";"Revisiting Kappa to account for change in the accuracy assessment of land-use change models";"2011";"2";"false";"434"
"4126981562147849979";"Validation of a spatial simulation model of a spreading alien plant population";"2001";"2";"false";"2"
"17616088239490739598";"Senstitivity analysis for spatial simulation of urban growth";"2010";"2";"false";"67"
"16045341941888871579";" Techniques and tools for three dimensional visualisation and communication of spatial agent-based models";"2008";"2";"false";"494"
"17403553255402860038";"Assessment of GCMs simulation performance for precipitation and temperature from CMIP5 to CMIP6 over the Tibetan Plateau";"2021";"2";"false";"666"
"8050453556175169604";"Methods to evaluate the performance of spatial simulation models";"1989";"2";"false";"185"
"9897195213601684629";"Proceedings of the AARC-ECAW Inception Workshop, Landmark Hotel, Dar es Salaam, Tanzania, November 3-7, 2011";"2011";"2";"false";"582"
"440219634071205353";"An Application of Graphics Processing Units to Geosimulation of Collective Crowd Behaviour";"2017";"2";"false";"149"
"13594676198393125253";"Development and evaluation of virtual reality medical training system for anatomy education";"2015";"2";"false";"752"
"9359513512053428307";"Resampling with in situ field portable X-ray fluorescence spectrometry (FPXRF) to reduce the uncertainty in delineating the remediation area of soil heavy metals";"2021";"2";"false";"565"
"2171555791751005475";"The space of people in architectural computation: a conceptual framework for the design computation of human-centric spatial environments";"2015";"2";"false";"596"
"9943124263429939695";"Spatial variability and sensitivity analysis on the compressive strength of hollow concrete block masonry wallettes";"2017";"2";"false";"648"
"14955447998551241035";"Mapping historical livestock grazing pressure in Queensland";"2016";"2";"false";"556"
"674776344170727534";"Corrosion modeling, simulations and assessment through intelligent computations";"2009";"2";"false";"266"
"18107609594015253631";"Partitioning spatial model uncertainty based on joint spatial simulation";"2004";"2";"false";"293"
"17980728565047151783";"Spatial simulation using abstraction of virtual geographic environments";"2018";"2";"false";"371"
"4775706268291481982";" Modeling and measuring the economic success of farming families using remote sensing and GIS: An example from mountains of Nepal";"2011";"2";"false";"388"
"1244859279975364799";" Geosimulation: Automata-based modeling of urban phenomena";"2004";"2";"false";"34"
"10184100882867249706";"A spatial simulation approach to natural forest landscape dynamics in boreal Fennoscandia";"2002";"2";"false";"68"
"3779662538257251045";" Towards Interactive Visual Analysis of Microscopic-Level Simulation Data.";"2012";"2";"false";"669"
"17383411140410416833";"Linking linear programming and spatial simulation models to predict landscape effects of forest management alternatives";"2006";"2";"false";"261"
"13962457117301151542";"Grid-boxing for spatial simulation performance optimisation";"2006";"2";"false";"350"
"3529184959875705617";" MASS HDFS: Multi-Agent Spatial Simulation Hadoop Distributed File System";"2018";"2";"false";"257"
"2430440405970180585";" Three-Dimensional Structural and Spatial Simulation in the Studio";"1988";"2";"false";"119"
"10132169396554602507";"Regional air pollution assessment by cumulative semivariogram technique";"1995";"2";"false";"821"
"2973149826753441709";" Agent-based Spatial Simulation with NetLogo, Volume 2: Advanced Concepts";"2016";"2";"false";"324"
"9733484792695662871";"Simulation informal urban growth in Dar es Salaam, Tanzania-A CA-based land-use simulation model supporting strategic urban planning";"2011";"2";"false";"614"
"14366967561925560913";"An algorithmic model for invasive species: application to Caulerpa taxifolia (Vahl) C. Agardh development in the North-Western Mediterranean Sea";"1998";"2";"false";"454"
"12215158368989753043";"Spatial agent-based modeling to explore slum formation dynamics in Ahmedabad, India";"2018";"2";"false";"546"
"6263228550310531148";"Complex network-based research on the resilience of rural settlements in Sanshui watershed";"2021";"2";"false";"47"
"8209982950186320870";"Calibration of distributed hydrological models considering the heterogeneity of the parameters across the basin: a case study of SWAT model";"2021";"2";"false";"671"
"9435622914833146902";" A new high-order, nonstationary, and transformation invariant spatial simulation approach";"2017";"2";"false";"429"
"13714352722786695763";" Simulasi spasial berbasis sistem informasi geografi dan cellular automata untuk pemodelan perubahan penggunaan lahan di daerah pinggiran kota …";"2013";"2";"false";"740"
"12835072971026879297";" About Virtual Spatial Modelling in Architectural Education, Spatial Simulation and Evaluation. New Tools in Architectural and Urban Design";"NA";"2";"false";"63"
"5281858968018534682";"Spatial Simulation of Land Degradation in The Qazvin Plain Using A Frequency Ratio Model";"2022";"2";"false";"386"
"11702628347935981224";"Assessment of stormwater pollutant loads and source area contributions with storm water management model (SWMM)";"2019";"2";"false";"259"
"3322999375626868111";"Space matters: Extending sensitivity analysis to initial spatial conditions in geosimulation models";"2018";"2";"false";"3"
"1954938384554315664";" A High-Performance Geospatial Architecture for Geosimulations";"2018";"2";"false";"366"
"4104012577105316282";"County level calibration strategy to evaluate peanut irrigation water use under different climate change scenarios";"2023";"2";"false";"543"
"8672643938972279788";" simSALUD: Design and implementation of an open-source wizard based spatial microsimulation framework";"2017";"2";"false";"325"
"14934034802384991338";"Incorporating spatial complexity into economic models of land markets and land use change";"2011";"2";"false";"844"
"4662056888257512260";" Mapping and Forecasting Land Use: The Present and Future of Planning";"2022";"2";"false";"477"
"12503126145900500320";"Influences of changing land use and CO2 concentration on ecosystem and landscape level carbon and water balances in mountainous terrain of the Stubai Valley …";"2009";"2";"false";"773"
"1751432608987801579";"Futures-dpe: towards dynamic provisioning and execution of geosimulations in hpc environments";"2018";"2";"false";"483"
"6425034987681547708";" Rule-based spatial modeling with diffusing, geometrically constrained molecules";"2010";"2";"false";"820"
"9096665763551753820";" Area-wide management guidelines for Sterile Insect Technique developed through interdisciplinary modelling research";"2019";"2";"false";"620"
"2004917552882599440";" coupling Multiagent geosimulation and Spatial olap for Better geosimulation data analysis";"2007";"2";"false";"50"
"2199123607832435259";"Improving correction quality for in-situ portable X-ray fluorescence (PXRF) using robust geographically weighted regression with categorical land-use types at a …";"2022";"2";"false";"127"
"2707664417363397361";" The geosimulation of West Nile virus propagation: a multi-agent and climate sensitive tool for risk management in public health";"2008";"2";"false";"109"
"14225224662263345375";"Multidisciplinary assessment of nearshore nursery habitat restoration for an exploited population of marine fish";"2021";"2";"false";"480"
"6328339468320343072";"Aussie GRASS: Australian grassland and rangeland assessment by spatial simulation";"2000";"2";"false";"0"
"5696444165413095503";"Geosimulation, automata, and traffic modeling";"2004";"2";"false";"59"
"4615186167024252763";"A massively multi-user online game framework for agent-based spatial simulation";"2019";"2";"false";"255"
"17580874888154597104";"A review of current calibration and validation practices in land-change modeling";"2016";"2";"false";"402"
"13797113217849971608";"An agent-based spatial simulation to evaluate the promotion of electricity from agricultural biogas plants in Germany";"2013";"2";"false";"169"
"2630575919262382957";"Spatial simulation of snow and frozen ground using a modified temperature-based model";"2018";"2";"false";"269"
"14399734490457975000";" Spatial sensitivity analysis: an application of HARVEST to a Spectrum alternative";"2005";"2";"false";"716"
"2518827620957380169";"A review of assessment methods for cellular automata models of land-use change and urban growth";"2020";"2";"false";"521"
"15194021223905389657";"Modelling global urban land-use change process using spherical cellular automata";"2023";"2";"false";"721"
"11594980927348266619";"Spatial aspects of movement of Olomouc and Ostrava citizens";"2016";"2";"false";"834"
"1497457778352568205";"Combining system dynamics model, GIS and 3D visualization in sustainability assessment of urban residential development";"2012";"2";"false";"707"
"2716087680094238143";"A spatial simulation experiment to replicate fluvial sediment fluxes within the Magdalena River Basin, Colombia";"2010";"2";"false";"166"
"8635541267285341369";" A multi-scale urban integrated assessment framework for climate change studies: A flooding application";"2019";"2";"false";"579"
"7047694228958687918";"Landscape modeling for forest restoration planning and assessment: Lessons from the southern Appalachian Mountains";"2008";"2";"false";"710"
"5032823646593959795";" Non-ergodic probabilistic seismic hazard analysis and spatial simulation of variation in ground motion";"2009";"2";"false";"237"
"386687793074630027";"Virtual sorghum: visualisation of partitioning and morphogenesis";"2000";"2";"false";"817"
"3400967351317956000";"Scale and adequacy of environmental microsimulation";"2009";"2";"false";"768"
"4392849151774651983";"Impact of Herbivore-induced Plant Volatiles on Parasitoid Foraging Success: A Spatial Simulation of the Cotesia rubecula, Pieris rapae, and Brassica oleracea …";"2008";"2";"false";"372"
"6172397463605125464";"Resilience assessment and planning of suburban rural settlements based on complex network";"2021";"2";"false";"18"
"2630547870001252637";"A multi-agent architecture for geosimulation of moving agents";"2015";"2";"false";"233"
"10074581613819616729";"Sensor Network and GeoSimulation: Keystones for Spatial Decision Support Systems";"2011";"2";"false";"290"
"2628593382298768585";" How do land use policies influence fragmentation? An econometric model of land development with spatial simulation";"2012";"2";"false";"308"
"12138956568197931491";" Global land projection based on plant functional types with a 1-km resolution under socio-climatic scenarios";"2022";"2";"false";"475"
"6292148787891960297";"Hemodynamic effects of the geometric dimensions of graft vessels in coronary artery bypass graft models";"1998";"2";"false";"700"
"3235711479926487050";" Geomatic-based flood loss assessment and its application in an eastern city of China";"2022";"2";"false";"453"
"13065689606144736776";"A geosimulation approach for data scarce environments: modeling dynamics of forest insect infestation across different landscapes";"2016";"2";"false";"78"
"12900440254102925829";"Linking temporal-optimization and spatial-simulation models for forest planning";"2003";"2";"false";"334"
"14305991567246691184";" The emergency response and its impacts assessment in Western China";"NA";"2";"false";"632"
"8552735999677501988";"Assessment of sustainable urban development based on a hybrid decision-making approach: Group fuzzy BWM, AHP, and TOPSIS–GIS";"2022";"2";"false";"803"
"2433520053401311418";"Geospatial Data Mining, Computer Vision-based Lane Detection and Object Localization Algorithms, and Mapping and Navigation Tools in Smart Urban Mobility …";"2022";"2";"false";"691"
"10730889935234835827";"Urban form, daily travel behaviour and transport CO2 emission: Micro-level analysis and spatial simulation";"2014";"2";"false";"260"
"10561006600316655399";" Optimising the application of multiple-capture traps for invasive species management using spatial simulation";"2015";"2";"false";"340"
"12999332796082677333";"Forest Landscape Response to Different Harvest Scenarios under Climate Warming–A Spatial Simulation Study";"2002";"2";"false";"389"
"14080150840942496764";"SUBSTANTIATION OF PROJECT PARAMETERS OF HYDRAULIC UNITS OF HIGH-HEAD TURBINES";"2015";"2";"false";"536"
"7495679672377912521";"Simulating soil erodibility in southeastern China using a sequential Gaussian algorithm";"2021";"2";"false";"760"
"4506849478949364058";" Simulation of citrus production space based on MaxEnt";"2022";"2";"false";"675"
"15433106434269775702";"Spatial Structure: Theory, estimation and application in stock assessment models";"2020";"2";"false";"247"
"10709854658453121475";"GIS-based method for detecting high-crash-risk road segments using network kernel density estimation";"2013";"2";"false";"447"
"8316466945168230327";" Why the term prediction is overused";"2023";"2";"false";"819"
"1034583683085350095";"Exploring the acceptability of spatial simulation models of outdoor recreation for use by participants in public participation processes";"2010";"2";"false";"352"
"659173739384597200";"Life cycle assessment of plastic waste end-of-life for India and Indonesia";"2021";"2";"false";"757"
"484449275619757505";"Uncertainty assessment of soil erodibility factor for revised universal soil loss equation";"2001";"2";"false";"627"
"11686490908483946475";"Applicability comparison of various precipitation products of long-term hydrological simulations and their impact on parameter sensitivity";"2023";"2";"false";"781"
"12415481311367634830";"Evaluation of pattern scale stress effects of 28nm technology during wire bond and Cu pillar flip chip assembly";"2015";"2";"false";"544"
"2195834709006774785";" Assessment of land use land cover changes in Loktak Lake in Indo-Burma Biodiversity Hotspot using geospatial techniques";"2019";"2";"false";"459"
"18420980069763466677";"Integral assessment and spatial modeling of water areas pollution in the GIS technology";"2016";"2";"false";"302"
"16252113730088592147";" Drought induced death of bladder saltbush (Atriplex vesicaria) in the north east pastoral district of South Australia";"2012";"2";"false";"431"
"10615301742651724271";" Evaluating an alternative approach to seasonal monitoring for western New South Wales";"2001";"2";"false";"730"
"1612625247396652504";"Spatial simulation of the effect of fire and harvest on aboveground tree biomass in boreal forests of Northeast China";"2014";"2";"false";"188"
"16420004134285220210";" A Formalization of Spatial Spread";"NA";"2";"false";"840"
"9364060684207308197";"Spatial model error analysis using autocorrelation indices";"1995";"2";"false";"474"
"9613696668414082031";" A decision support system for wetland development";"NA";"2";"false";"778"
"1488954300706689919";"Hydrology, erosion and nutrient transfers over a transition from semi-arid grassland to shrubland in the South-Western USA: A modelling assessment";"2010";"2";"false";"765"
"7914835613819187545";" Agent-based dynamic spatial simulation of land-use/cover change in the Yucatán peninsula, Mexico GIS/EM4";"2000";"2";"false";"42"
"5952715804931115544";" Ecosystem Service Flow Perspective of Urban Green Land: Spatial Simulation and Driving Factors of Cooling Service Flow";"2023";"2";"false";"295"
"6303789327636434249";"PADI-Simul: An agent-based geosimulation software supporting the design of geographic spaces";"2004";"2";"false";"305"
"10823264842766986539";"Integrating change vector analysis, post-classification comparison, and object-oriented image analysis for land use and land cover change detection using …";"2013";"2";"false";"481"
"16855879992009869572";"A spatial simulation model to explore the long-term dynamics of podocarp-tawa forest fragments, northern New Zealand";"2017";"2";"false";"76"
"9912146033267376668";"A Walloon spatial simulation model of risks in environment and health";"2013";"2";"false";"183"
"7675702261143602202";"Dynamic integrated model for disaster management and socioeconomic analysis (DIM2SEA)";"2018";"2";"false";"609"
"17635315317291339003";"Evolution Simulation and Risk Analysis of Land Use Functions and Structures in Ecologically Fragile Watersheds";"2022";"2";"false";"642"
"17244922423937639850";"Anticipatory Rule Based Spatial Simulation Systems for participatory development, implementation, and evaluation of corporate and governmental plans and policies";"2003";"2";"false";"86"
"6804627286270846316";" Multi-level geosimulation of zoonosis propagation: A multi-agent and climate sensitive tool for risk management in public health";"2010";"2";"false";"133"
"11202051765047636019";"Soil fertility quality assessment based on geographically weighted principal component analysis (GWPCA) in large-scale areas";"2021";"2";"false";"491"
"4312180371675603396";" Simulation-based impact assessment of offshore wind farms on seabirds";"2012";"2";"false";"650"
"15081533488146113409";"… Relationship between Ecosystem Services, Human Health and Well-being and its Implication for Environmental Planning: An Agent-Based Model and Geosimulation";"2021";"2";"false";"339"
"9701019285883955927";"Spatial simulation of hydraulic parameters for fluid flow and transport models";"1989";"2";"false";"328"
"2512508575215730253";" Monitoring, simulation, and management of visitor landscapes";"2008";"2";"false";"829"
"16127615379633053189";"Usability evaluation of the domain specific language for spatial simulation scenarios";"2018";"2";"false";"28"
