"Resilient food systems: a qualitative tool for measuring food resilience";"9223250302370379727";"2016"
"Toward an integrated modeling of the dairy product transformations, a review of the existing mathematical models";"2150776387946870861";"2012"
"Tropical Pacific SST drivers of recent Antarctic sea ice trends";"16405573638190993058";"2016"
" Capturing dynamic patterns in health care services";"618577790209072132";"2013"
"Culturing human embryos beyond blastulation: Pushing the limits and exploring the unexplored";"14392530152546590043";"2016"
"A mathematical model to predict early quality attributes in hake during storage at low temperature";"6200265062823128189";"2018"
"CO2 processing and hydration of fruit and vegetable tissues by clathrate hydrate formation";"8034937582178386115";"2016"
" Internet use and health: A mixed methods analysis using spatial microsimulation and interviews";"9033308272338092915";"2016"
"Live programming in scientific simulation";"8851178054984135662";"2016"
" Challenges and Opportunities for Dataflow Processing on Exascale Computers";"18293684347314229020";""
" 実験計画法に基づくパラメータ探索を用いた大規模マルチエージェントシミュレーションの分析";"10431072610299592398";"2013"
" MAÍRA DALIA SAGNORI";"13776054826370001034";""
"A Pareto-based Optimizer for Workflow Scheduling in Cloud Computing Environment";"14136051593560693937";"2016"
"Single‐cell Hi‐C bridges microscopy and genome‐wide sequencing approaches to study 3D chromatin organization";"6643164641207093396";"2017"
"Filler functionality in edible solid foams";"17311516876794769370";"2016"
"Variability and trends in the Southern Hemisphere high latitude, quasi‐stationary planetary waves";"16414351325988569514";"2017"
"Supply and Demand of Energy in the Oocyte and the Role of Mitochondria";"579672046810406847";"2017"
" Three-dimensional eukaryotic genomic organization is strongly correlated with codon usage expression and function";"694799963523744767";"2014"
"Energy balance climate models and general equilibrium optimal mitigation policies";"17369619434843252139";"2013"
" Spatial Organization of Epigenomes";"12793064213705706866";"2016"
" Two loci single particle trajectories analysis: constructing a first passage time statistics of local chromatin exploration";"3021823062675659193";"2017"
" Global Food Security";"12077596128130658604";"2014"
" Integrating scientific workflows with scientific gateways: a bioinformatics experiment in the brazilian national high-performance computing network";"9031070766985315419";"2016"
" Agent-based modelling as a research tool for criminological research";"6421752857646177238";"2015"
" Microscale geometrical model of fruit tissue for simulating cellular level changes during drying";"9383980892688706422";"2016"
" A variational approach to niche construction";"4679245746357528174";"2018"
"Lessons from interspecies mammalian chimeras";"9480829766835163908";"2017"
"Twister Generator of Arbitrary Uniform Sequences";"14273912431109485486";"2017"
"InfraPhenoGrid: a scientific workflow infrastructure for plant phenomics on the grid";"14926931086994758250";"2017"
"A Novel Data Set Importance Based Cost-Effective and Computation-Efficient Storage Strategy in the Cloud";"10267252259304879357";"2017"
" How do environment-dependent switching rates between susceptible and persister cells affect the dynamics of biofilms faced with antibiotics?";"8919731905288307476";"2018"
" Exploring policy impacts for servicising in product-based markets: A generic agent-based model";"759913800184777325";"2017"
" The 10-nm chromatin fiber and its relationship to interphase chromosome organization";"8049167749334958935";"2017"
"Servitized business model innovation for sustainable transportation: Case study of failure to bridge the design-implementation gap";"3852656818476131170";"2018"
"Historical SAM index time series: linear and nonlinear analysis";"17862917466681483280";"2018"
"Toward Prioritization of Data Flows for Scientific Workflows Using Virtual Software Defined Exchanges";"11662327573088141850";"2017"
" Small area estimation and microsimulation modeling";"8715883365283657324";"2016"
"SimOutUtils-Utilities for analyzing time series simulation output";"17669156523223081717";"2016"
"Validation of spatial microsimulation models: a proposal to adopt the Bland-Altman method";"15317342316458225656";"2016"
"How computer science can help in understanding the 3D genome architecture";"7752534288136075843";"2015"
" Three-dimensional organization and dynamics of the genome";"4175983714653766020";"2018"
"Deriving scientific workflows from algebraic experiment lines: A practical approach";"15585298235752411979";"2017"
"A visual approach of care pathways from the French nationwide SNDS database–from population to individual records: the e PEPS toolbox";"14551783628045420602";"2018"
" Condensins and 3D organization of the interphase nucleus";"6876700008308152373";"2013"
"Using Data Variety for Efficient Progressive Big Data Processing in Warehouse-Scale Computers";"9249670327860911808";"2016"
"Exploratory data analysis";"90339254938443959";"2013"
" Applications of integrative OMICs approaches to gene regulation studies";"9826490648155680111";"2016"
"Distributed simulation optimization and parameter exploration framework for the cloud";"5678532831255814298";"2017"
"Unifying parameter learning and modelling complex systems with epistemic uncertainty using probability interval";"8157189197022317604";"2016"
"Using agent-based models to address “wicked problems” like tobacco use: a report from the Institute of Medicine";"7126276407001839693";"2015"
" An Observation-Driven Agent-Based Modeling and Analysis Framework for C. elegans Embryogenesis";"18082526683606377725";"2016"
"Urea deep placement for minimizing NH3 loss in an intensive rice cropping system";"1205687641708530670";"2017"
" Designing an argumentative decision-aiding tool for urban planning";"2724997897911089000";"2017"
"A simplified modelling approach established to determine the Listeria monocytogenes behaviour during processing and storage of a traditional (Italian) ready-to-eat …";"2352475285330756906";"2014"
"Current and emerging global themes in the bioethics of regenerative medicine: the tangled web of stem cell translation";"15046900877665948706";"2017"
"10 Multi-Scale Modelling in Intermittent Drying";"17955031465696894698";"2017"
"A multi-context bdi recommender system: From theory to simulation";"8182286711018053976";"2016"
" What is local or global about wine? An attempt to objectivize a social construction";"1179444318676104355";"2016"
"webXTREME: R-based web tool for calculating agroclimatic indices of extreme events";"8273020023882474377";"2017"
"食品中美拉德反应机理及动力学模型的研究进展";"9968439043144279273";"2013"
"Advancing the science of wheat quality evaluation using nuclear magnetic resonance (NMR) and ultrasound‐based techniques";"6621553708700455464";"2018"
"Reciprocal insulation analysis of Hi-C data shows that TADs represent a functionally but not structurally privileged scale in the hierarchical folding of chromosomes";"11173513014974735637";"2017"
" 23. Parallel Processing Model of Mass Hyper-spectral Remote Sensing Data";"13566114271174371248";"2017"
" IoT-Hub: New IoT Data-Platform for Virtual Research Environments";"11258715317274801048";""
"Investigation work of proofers by computer simulation";"4166096341477676725";"2015"
"ClowdFlows: Online workflows for distributed big data mining";"772358199151624416";"2017"
"Promoter–Enhancer Looping and Regulatory Neighborhoods: Gene Regulation in the Framework of Topologically Associating Domains";"10780051833905098767";"2018"
" Cartography of interaction fields in and around Brussels: commuting, moves and telephone calls";"877038237917443409";"2017"
"Integrated modelling of efficient crop management strategies in response to economic damage potentials of the Western Corn Rootworm in Austria";"3953833230009207838";"2017"
"Emerging ethical perspectives in the clustered regularly interspaced short palindromic repeats genome-editing debate";"18031916052572720102";"2016"
"Utilizing networks for differential analysis of chromatin interactions";"3917981796777362685";"2017"
"Modeling Food Process, Quality and Safety: Frameworks and Challenges";"5082358021644163061";"2013"
"Cellular structure and rheological properties of shaped fermented wheat flour dough";"2503773332317067826";"2017"
"Urban Dynamics and Simulation Models";"71342397976593946";""
"Quantitative Investigation of the Role of Intra-/Intercellular Dynamics in Bacterial Quorum Sensing";"4609446440085221923";"2018"
"IJDC| General Article";"10741974299369832522";"2016"
"Lower endometrial receptivity in HIV-infected women receiving oocyte donation: a comorbidity of HIV infection?";"17826477107411063465";"2017"
"Trust, but verify: Optimistic visualizations of approximate queries for exploring big data";"10455419547650404075";"2017"
"Specification of trophoblast from embryonic stem cells exposed to BMP4";"4830549456600449082";"2018"
" MRI investigation of subcellular water compartmentalization and gas distribution in apples";"12389382102291070642";"2015"
" Reversing chromatin accessibility differences that distinguish homologous mitotic metaphase chromosomes";"17264993528225127480";"2015"
"A hierarchical aggregation framework for efficient multilevel visual exploration and analysis";"513286862527714211";"2017"
" C2H2 zinc finger proteins: the largest but poorly explored family of higher eukaryotic transcription factors";"5993070736074222490";"2017"
"Modelling the probability of microhabitat formation on trees using cross‐sectional data";"14109321669759429719";"2017"
" Secretome of in vitro cultured human embryos contains extracellular vesicles that are uptaken by the maternal side";"8871933003841484867";"2017"
" Computational Testing for Automated Preprocessing 2: Practical Demonstration of a System for Scientific Data-Processing Workflow Management for High …";"843606068503812762";"2018"
"The effects of extended public transport operating hours and venue lockout policies on drinking-related harms in Melbourne, Australia: Results from SimDrink, an …";"8073708303114328997";"2016"
"A Survey of Scheduling Frameworks in Big Data Systems";"14036080231114331369";"2018"
"Big omics data experience";"4253123198505554889";"2015"
" Three distinct mechanisms of long-distance modulation of gene expression in yeast";"16653648676279815843";"2017"
" The relative importance of intrinsic and extrinsic factors in the decline of obligate seeder forests";"2782093106713448151";"2016"
"Herbaceous competition and browsing may induce arrested succession in central European forests";"6497626696001141409";"2018"
" Jonathan Passerat-Palmbach";"13715654526040088252";"2013"
"Columbus: Enabling scalable scientific workflows for fast evolving spatio-temporal sensor data";"11433897846604522209";"2017"
" Comprehension and prediction of acid milk gel texture via stochastic modeling";"4616991627053360745";""
" Development of a transcription factor database useful for developmental biology, and decoding the maternal and zygotic transcriptome of the appendicularian …";"6557916641443118467";"2015"
"A review on growth/no growth Salmonella models";"13087480748430229885";"2012"
"The social sciences need to build new foundations";"1059111897388073992";"2017"
"Headspace gas chromatography methods and their potential industrial applications";"10680418217476006009";"2014"
"Discovering a binary CTCF code with a little help from BORIS";"14335929280394616950";"2018"
" Predicting the three-dimensional folding of cis-regulatory regions in mammalian genomes using bioinformatic data and polymer models";"8193774961329948255";"2016"
"A systematic review of provenance systems";"16151702878639792999";"2018"
"High-volume hypothesis testing for large-scale web log analysis";"13824361229288169988";"2016"
"Vulnerability of primitive human placental trophoblast to Zika virus";"908313033265003835";"2017"
"Chemometrics in Data Analysis and Liquid Chromatographic Method Development";"15685856384353919777";""
"Theory and application of agricultural innovation platforms for improved irrigation scheme management in Southern Africa";"9760045923694431594";"2017"
" Formation of chromosomal domains by loop extrusion";"4667686042581038548";"2016"
"Scalable scientific computing applications for GPU-accelerated heterogeneous systems";"2985421517562317820";"2017"
" Un modelo socio-ecológico para establecer escenarios de dinámica de bofedales frente a los cambios globales";"8285623550801585891";"2014"
" Hyperelastic models for hydration of cellular tissue";"17975057923672126272";"2015"
"Transport properties of fermentation metabolites inside 'Conference'pear fruit";"7479540584857682245";"2016"
"Dynamic credal networks: introduction and use in robustness analysis";"9908698856186970520";"2013"
"Visual and Audio Monitoring of Island Based Parallel Evolutionary Algorithms";"17089228952285782936";"2015"
" Nipbl and mediator cooperatively regulate gene expression to control limb development";"8914750008475591296";"2014"
" Controlling the Parallel Execution of Workflows Relying on a Distributed Database";"18231040972833541113";"2015"
"Calcul à haute performance et simulations stochastiques: Etude de la reproductibiité numérique sur architectures multicore et manycore";"12637029862261455735";"2017"
"Decision support for agri-food chains: A reverse engineering argumentation-based approach";"15353636604017625123";"2015"
"Acoustic Lightweight Pseudo Random Number Generator based on Cryptographically Secure LFSR";"17571082097434288646";"2018"
" Applied survey data analysis";"14640656983030016537";"2017"
"Synthetic post-translational modification of histones";"1232336470447028318";"2018"
"The Flowbster Cloud-Oriented Workflow System to Process Large Scientific Data Sets";"16895373127758231708";"2018"
"Simulation-based optimization of radiotherapy: Agent-based modeling and reinforcement learning";"13552015235530129530";"2017"
"Cell Segmentation in 3D Confocal Images using Supervoxel Merge-Forests with CNN-based Hypothesis Selection";"5379582688548548682";"2017"
" Integrative Analysis of Transcription Factor Combinatorial Interactions Using a Bayesian Tensor Factorization Approach";"4795841917228707141";"2017"
"Recent advances in time domain NMR & MRI sensors and their food applications";"4167746441237391703";"2017"
"Human placental growth hormone variant in pathological pregnancies";"16322334719804185029";"2018"
"Repositionnement des poissons migrateurs amphihalins européens dans un contexte de changement climatique: une approche exploratoire par modélisation …";"10435028091773979241";"2014"
"Algorithmes évolutionnaires sur grille de calcul pour le calibrage de modéles géographiques";"6879403270247345183";"2012"
" Harnessing advances in computer simulation to inform policy and planning to reduce alcohol-related harms";"10463702713619566742";"2018"
"Modeling microbial growth and dynamics";"18141789154456461430";"2015"
"Active and poised promoter states drive folding of the extended HoxB locus in mouse embryonic stem cells";"17886604451172904585";"2017"
"An Urban Morphogenesis Model Capturing Interactions between Networks and Territories";"1733317322551838105";"2018"
" Multifunctional Agriculture: Achieving Sustainable Development in Africa";"8516012533700764";"2017"
" A review of thinning effects on Scots pine stands: From growth and yield to new challenges under global change";"15034944115680550707";"2017"
"Recursive simplex stars";"1914940673164060026";"2017"
" Plant architecture and foliar senescence impact the race between wheat growth and Zymoseptoria tritici epidemics";"3144051853312609816";"2018"
"The Essential Components of a Successful Galaxy Service";"11420229985241814005";"2016"
"EAST affects the activity of Su(Hw) insulators by two different mechanisms in Drosophila melanogaster";"13854487225813490442";"2017"
"Bioeconomy and Regional Sustainability: Potential of Life Cycle Assessment for Food Production";"17858496637221149318";"2017"
" An Indoor Positioning-Based Mobile Payment System Using Bluetooth Low Energy Technology";"17890497729929156733";"2018"
"Parallelising multi-agent systems for high performance computing";"13350777762443749325";"2013"
"Automatic code generation methods applied to numerical linear algebra in high performance computing";"11537488985117931550";"2016"
"Water use efficiency of grazed pastures under contrasting diversity";"3761539334566899037";"2017"
"Exploration of User Groups in VEXUS";"5748044366078409712";"2017"
"Social withdrawal as a self-management behavior for migraine: Implications for depression comorbidity among disadvantaged women";"7755624002383322210";"2015"
"Coordination of morphogenesis and cell-fate specification in development";"2262110800873014496";"2017"
"Review on environmental models in the food chain-Current status and future perspectives";"7727350222102205707";"2017"
"Towards a spatio-temporal agent-based recommender system";"1093324678424208467";"2017"
"Datatrack: An R package for managing data in a multi-stage experimental workflow data versioning and provenance considerations in interactive scripting";"4567694964269640849";"2016"
"Interactive visualization of large data sets";"9802556602030783134";"2016"
" De la simulation multi-agents à la simulation multi-niveaux";"13998762983839668844";"2013"
" Role of growth rate on the orientational alignment of Escherichia coli in a slit";"10389294737369663904";"2017"
" Systems biology derived source-sink mechanism of BMP gradient formation";"14143412866635733928";"2017"
"CyteGuide: Visual Guidance for Hierarchical Single-Cell Analysis";"13765014795564584834";"2018"
"Fast splittable pseudorandom number generators";"15857136955346362904";"2014"
"Thinking beyond agronomic yield gap: Smallholder farm efficiency under contrasted livelihood strategies in Malawi";"13460867199201756832";"2017"
" Multiscale Investigation from Subcellular to Tissue Scale of Onion Epidermal Plant Cell Wall Mechanical Properties";"14397862710809630517";"2015"
"Selbstständige Entwicklung humaner Embryonen in vitro über 14 Tage";"14805927617270831869";"2017"
"Early-late genes of the ecdysone cascade as models for transcriptional studies";"11193491788092446572";"2015"
" The three-dimensional genome organization of Drosophila melanogaster through data integration";"6554299395481252066";"2017"
"A combined rheology and time domain NMR approach for determining water distributions in protein blends";"16516269630823172787";"2016"
" Advances in Enzyme-Based Biosensors for Pesticide Detection";"6061560771046787515";"2018"
" Peekquence: Visual analytics for event sequence data";"17861500108263492719";"2016"
"Assembly of embryonic and extraembryonic stem cells to mimic embryogenesis in vitro";"14500862909015636090";"2017"
"The Old and the New: Qualifying City Systems in the World with Classical Models and New Data";"2390496923395349921";"2017"
"Soft X-Ray Tomography Reveals Gradual Chromatin Compaction and Reorganization during Neurogenesis InĀ Vivo";"6606401236969535170";"2016"
"Effect of physical and thermal processing upon benzylglucosinolate content in tubers of the Brassicaceae maca (Lepidium meyenii) using a novel rapid analytical …";"14561036278628829864";"2015"
"A systems science approach to fatigue management in research and health care";"7069616254895249671";"2014"
"Relationship between processing history and functionality recovery after rehydration of dried cellulose-based suspensions: A critical review";"13246139205573963516";"2017"
"Climate change impacts on European agriculture revisited: adding the economic dimension of grasslands";"5306328859026115133";"2017"
"On recent advances in human engineering Provocative trends in embryology, genetics, and regenerative medicine";"16152317417797182234";"2016"
" Towards 3D in silico modeling of the sea urchin embryonic development";"13776562951877429077";"2014"
" Addressing energy system modelling challenges: The contribution of the Open Energy Modelling Framework (oemof)";"622775689450206286";"2017"
" Load-n-Go: Fast Approximate Join Visualizations That Improve Over Time";"1526282279814770500";""
"Opbp is a new architectural/insulator protein required for ribosomal gene expression";"4128482099949909284";"2017"
" The effect of Nipped-B-like (Nipbl) haploinsufficiency on genome-wide cohesin binding and target gene expression: modeling Cornelia de Lange syndrome";"6189296345538739832";"2017"
"Co-construire Modèles, Etudes Empiriques et Théories en Géographie Théorique et Quantitative: le cas des Interactions entre Réseaux et Territoires";"9857159693649795070";"2017"
" Computational methods for exploring gene regulation mechanisms using high-throughput sequencing data";"3528712970081211765";"2016"
" An apicosome initiates self-organizing morphogenesis of human pluripotent stem cells";"3767312140431962553";"2017"
"The Stimuli-Actions-Effects-Responses (SAER)-framework for exploring perceived relationships between private and public climate change adaptation in …";"14589830585928401446";"2018"
"Analysis and optimization of a demographic simulator for parallel environments";"2221494774155866420";"2015"
" Mexican agrifood geographical indications: between productivity and sustainability";"7575094797416144652";"2016"
"Resolving the Genomic Localization of the Kollerin Cohesin-Loader Complex";"12265134654637075310";"2017"
"A framework for quantification and physical modeling of cell mixing applied to oscillator synchronization in vertebrate somitogenesis";"18328090703593977783";"2017"
"How to correctly deal with pseudorandom numbers in manycore environments: Application to GPU programming with Shoverand";"1244871432579400239";"2012"
"Why early collective action pays off: evidence from setting Protected Geographical Indications";"2710643618236187708";"2017"
"A hybrid evolutionary algorithm for task scheduling and data assignment of data-intensive scientific workflows on clouds";"10110764224029891436";"2017"
" A critical assessment of topologically associating domain prediction tools";"15937692578395045967";"2017"
"Methylation mechanisms and biomechanical effectors controlling cell fate";"16152203865406793368";"2018"
"Virtual special issue: Magnetic resonance at low fields";"15600674462218953189";"2017"
" High-level dietary cadmium exposure is associated with global DNA hypermethylation in the gastropod hepatopancreas";"15960967755281533035";"2017"
"Self-organization of the human embryo in the absence of maternal tissues";"68014604788446363";"2016"
"Towards vulnerability minimization of grassland soil organic matter using metamodels";"12852671943115656971";"2014"
"Statistical challenges in analyzing methylation and long-range chromosomal interaction data";"11631040065299051985";"2016"
" Large scale chromosome folding is stable against local changes in chromatin structure";"6456414317454005951";"2016"
"In Situ and Ex Situ Low‐Field NMR Spectroscopy and MRI Endowed by SABRE Hyperpolarization";"17335320100613824755";"2014"
"Computational inference of physical spatial organization of eukaryotic genomes";"14522953265721277119";"2016"
"1H Nuclear Magnetic Resonance Relaxometry and Magnetic Resonance Imaging and Applications in Food Science and Processing";"441913016401680851";"2016"
" Floodplains and Complex Adaptive Systems—Perspectives on Connecting the Dots in Flood Risk Assessment with Coupled Component Models";"5427353233728537101";"2018"
"ThreadLocalMRG32k3a: A statistically sound substitute to pseudorandom number generation in parallel Java applications";"2391562789501438092";"2012"
"Nanopore Sequencing Reveals High-Resolution Structural Variation in the Cancer Genome";"5300062959353886804";"2017"
"Large Simulations and Small Societies: High Performance Computing for Archaeological Simulations";"14006884824951610881";"2015"
"Rancang Bangun Fermentor Yogurt Dengan Sistem Kontrol Logika Fuzzy Menggunakan Mikrokontroler Atmega32";"16890760877077526645";"2014"
" Epigenetic differences between naïve and primed pluripotent stem cells";"16656286045317026016";"2017"
"Simulating the Past for Understanding the Present. A Critical Review";"2149957589205424980";"2016"
"Taking the strain: quantifying the contributions of all cell behaviours to changes in epithelial shape";"8126745092975575533";"2017"
"Effect of different timings and intensities of water stress on yield and berry composition of grapevine (cv. Sauvignon blanc) in a mountain environment";"4336490671908723236";"2018"
"Changing disturbance regimes, ecological memory, and forest resilience";"11558367817882094361";"2016"
"Multi-variable optimization of building thermal design using genetic algorithms";"15390728446435452911";"2017"
"Designing progressive and interactive analytics processes for high-dimensional data analysis";"6828243398907897734";"2017"
" Pluripotent stem cells as a model for embryonic patterning: From signaling dynamics to spatial organization in a dish";"5487660355476204349";"2016"
"Random number generation with multiple streams for sequential and parallel computing";"1064029467792832304";"2015"
"Deep Reinforcement Learning of Cell Movement in the Early Stage of C. elegans Embryogenesis";"4765914272795630009";"2018"
" 4Cin: A computational pipeline for 3D genome modeling and virtual Hi-C analyses from 4C data";"4707470254158138873";"2018"
"Introducing preference-based argumentation to inconsistent ontological knowledge bases";"17817658086760085295";"2015"
"Parameter elicitation in probabilistic graphical models for modelling multi-scale food complex systems";"16322795586481616815";"2013"
"Producing genome structure populations with the dynamic and automated PGS software";"5020845392924755906";"2018"
"Մարկովյան պրոցեսները թերմոդինամիկայում և ստատիստիկայում";"1889929422763880618";"2017"
" Morphological plant modeling: unleashing geometric and topological potential within the plant sciences";"16851747648827489887";"2017"
" An infrastructure to support the visual analysis of data from the Brazilian Public Health System";"14646366092393482049";"2017"
" Approximating viability kernel for control systems";"7698629204276067766";"2013"
"Use of computational fluid dynamics in optimization of natural smoke ventilation from a historical shopping mall–Case study";"2621957224485505863";"2018"
" Publicity Chairs";"6733856350784279167";""
"Foodomics and infrared spectroscopy: from compounds to functionality";"13177379019064766753";"2015"
" Optimizing isothiocyanate formation during enzymatic glucosinolate breakdown by adjusting pH value, temperature and dilution in Brassica vegetables and …";"6495217734284921083";"2017"
" The limited application of stem cells in medicine: a review";"8700247096180055263";"2018"
"Tutorials";"1365636722280893252";"2015"
"The road to synthetic multicellularity";"6675381762609725581";"2018"
"The Role of the State for Geographical Indications of Coffee: Case Studies from Colombia and Kenya";"10613467020938126735";"2017"
