"id";"title";"year";"depth";"citingFilled";"digtwin_sustdev"
"13798775097514281640";"A New Meteorological Drought Index based on Fuzzy Logic: Development and Comparative Assessment with Conventional Drought Indices";"2023";"1";"false";"4"
"12136636069765052219";"Blockchain-based smart contracts as new governance tools for the sharing economy";"2021";"1";"false";"8"
"15001721309568082101";"Long-term trials for improvement of autonomous area coverage with a Tetris inspired tiling self-reconfigurable system";"2022";"0";"false";"13"
"3740024583045345972";"Digital twins in unmanned aerial vehicles for rapid medical resource delivery in epidemics";"2021";"0";"false";"4"
"8913151860952737029";"Research on the Application of Virtual Reality Technology in Environmental Art Design";"2023";"0";"false";"13"
"1293353904105779694";"Antarctic sea ice projections constrained by historical ice cover and future global temperature change";"2022";"0";"false";"7"
"14240176985925779839";" Drape of Composite Structures Made of Textile and 3D Printed Geometries. Machines 2022, 10, 587";"2022";"0";"false";"4"
"16830885663960006341";"A novel RSG-based intelligent bearing fault diagnosis method for motors in high-noise industrial environment";"2022";"1";"false";"13"
"4905404633523372272";"BARA: A blockchain-aided auction-based resource allocation in edge computing enabled industrial internet of things";"2022";"0";"false";"4"
"11575844561443388202";"Utilization of Robotics for Healthcare: A Scoping Review";"2022";"0";"false";"4"
"1382764733694782366";" An Approach Based on VR to Design Industrial Human-Robot Collaborative Workstations";"2021";"0";"false";"13"
"17639123460662163586";"Digital twins in real estate: driving value throughout the building life cycle";"2022";"0";"false";"13"
"5358215087506670589";" Digital transformation of human resource management: Current status, perspectives, challenges, and opportunities";"NA";"0";"false";"13"
"14394978073217806715";"Possibilities of metaverse: The second life";"2022";"0";"false";"13"
"11673208622874228134";"Análisis de un Proceso de Impresión Litográfica, Mediante la Técnica de Simulación de Sistemas";"2023";"0";"false";"13"
"13139508000903231669";" Research trends on climate change and circular economy from a knowledge mapping perspective";"2022";"0";"false";"13"
"7240555001966431510";"A collaborative approach to maintaining optimal inventory and mitigating stockout risks during a pandemic: capabilities for enabling health-care supply chain …";"2021";"0";"false";"56"
"11123746049285145074";"A smart modern construction enterprise maturity model for business scenarios leading to Industry 4.0";"2023";"0";"false";"13"
"15009822884231373498";" NEW CONCEPT INTO ROLL PASS DESIGN OF THE ROUGHING STANDS FOR ROLLING OF THE WIRE ROD FROM THE ALUMINUM ALLOYS";"NA";"0";"false";"13"
"7417813289163192556";"Data analytics and artificial intelligence in the complex environment of megaprojects: Implications for practitioners and project organizing theory";"2022";"0";"false";"8"
"1548069558109715048";" Laboratory Tests and FE Modeling of the Concrete Canvas, for Infrastructure Applications";"2022";"0";"false";"6"
"7736287927610077302";" Industry 4.0 Implementation Projects: The Cleaner Production Strategy—A Literature Review";"2023";"0";"false";"4"
"16962185358402438515";"Digital Twin in Pharmaceutical Industry";"2022";"0";"false";"4"
"10167230342936215458";" Analysis of Accuracy of Initial Data Used in Modeling Relief and Profile of the Main Pipelines Route";"NA";"0";"false";"7"
"14463955415500258214";"COVID-19 pandemic: Supply chain risk management by integrating Interpretive Structural Modeling and Bayesian belief network";"2022";"0";"false";"56"
"16191477661491766140";"New Product Development of A Robotic Soldering Cell Using Lean Manufacturing Methodology";"2022";"0";"false";"1"
"10466802723745154198";"Hybrid Production Principles: A Framework for the Integration in Aircraft Manufacturing";"2023";"0";"false";"13"
"8463408223563754008";"Showcasing the First Steps Towards a Digital Twin for Campus Environments";"2022";"1";"false";"4"
"8932545762080230771";"Towards a visualisation ontology for reusable visual analytics";"2022";"0";"false";"4"
"6056240528513019056";"Deep learning applied to computational mechanics: A comprehensive review, state of the art, and the classics";"2022";"0";"false";"30"
"14238065730650517830";"Digital Twin Network for the IIoT using Eclipse Ditto and Hono";"2022";"0";"false";"13"
"8805253778396380573";" Exploring the Application and Optimization Strategy of the LMBP Algorithm in Supply Chain Performance Evaluation";"2022";"1";"false";"1"
"12063259547219538186";"Smart Campus Evaluation Monitoring Model Using Rainbow Framework Evaluation and Higher Education Quality Assurance Approach";"2022";"0";"false";"8"
"2963284872227446712";"Blockchain in logistics and production from Blockchain 1.0 to Blockchain 5.0: An intra-inter-organizational framework";"2022";"0";"false";"13"
"3880013955400443551";" Role of CT Images in the Diagnosis of Common Acute Abdominal Diseases in General Surgery";"2022";"0";"false";"13"
"18000412243152381816";"A evolução da remanufatura na Economia Circular: um panorama acadêmico-tecnológico";"2022";"0";"false";"13"
"6210597846908245098";"A Review on AI for Smart Manufacturing: Deep Learning Challenges and Solutions";"2022";"0";"false";"1"
"8734847987536207716";" Virtual Reality for Emergency Medicine Training in Medical School: Prospective, Large-Cohort Implementation Study";"2023";"0";"false";"89"
"12092213737464719275";"Neuromanagement decision making in facial recognition biometric authentication as a mobile payment technology in retail, restaurant, and hotel business models";"2022";"0";"false";"13"
"8943949008953613200";"Design of a Digital Twin Training Centre for an Industrial Robot Arm";"2022";"1";"false";"3"
"848244716936819939";"Transforming data into actionable knowledge for fault detection, diagnosis and prognosis in urban wastewater systems with AI techniques: A mini-review";"2023";"1";"false";"13"
"7362443570033980031";"A novel approach of combined edge detection and segmentation for tool wear measurement in machining";"2021";"0";"false";"13"
"16495821314510649125";"Universal digital twin-a dynamic knowledge graph";"2021";"2";"false";"28"
"1166187972423321030";" A review of physics-based machine learning in civil engineering";"2022";"0";"false";"4"
"1960110941613375788";"Rail yard digital twin implementation into an industrial information system";"2022";"0";"false";"89"
"15670902109683984258";" Urban Landscape Information Construction and Visual Communication Design Based on Digital Image Matrix Reconstruction";"2022";"1";"false";"54"
"4830494492534578634";"Impact of I4. 0 technologies and their interoperability on performance: future pathways for supply chain resilience post-COVID-19";"2021";"0";"false";"56"
"13005484078021737481";"SWCGAN: Generative adversarial network combining swin transformer and CNN for remote sensing image super-resolution";"2022";"0";"false";"7"
"18048870210140137481";" Automatic Generation of Data Centre Digital Twins for Virtual Commissioning of Their Automation Systems";"NA";"1";"false";"2"
"2842951780354743607";"Integrating BIM and AI for Smart Construction Management: Current Status and Future Directions";"2022";"1";"false";"8"
"2296226966803708358";" Management of Climate Resilience: Exploring the Potential of Digital Twin Technology, 3D City Modelling, and Early Warning Systems";"2023";"1";"false";"2"
"13922045543808491651";"Contribution of Blockchain in Development of Metaverse";"2022";"0";"false";"2"
"14405810725389466267";"Credit payment services and pricing strategy in the digital economy era";"2022";"0";"false";"4"
"9785093678394358094";"Implementation of a Robot Assisted Framework for Rehabilitation Practices";"2022";"0";"false";"13"
"9465971835356791410";"Modelling and simulation of H2-H2O bubbly flow through a stack of three cells in a pre-pilot filter press electrocoagulation reactor";"2021";"0";"false";"13"
"5402404761225866647";"CPSD2: A new approach for cyber-physical systems design and development";"2022";"0";"false";"13"
"3056924948819689969";" Semantic artificial intelligence for smart manufacturing automation";"2022";"1";"false";"13"
"11572514410392675377";"International experience and development trends of information modeling technology in relation to the life cycle of railway infrastructure facilities";"2020";"0";"false";"13"
"4515768207822368952";"Assessing Disaster Impact in Real Time: Data-Driven System Integrating Humans, Hazards, and the Built Environment";"2021";"0";"false";"89"
"7754941628939280672";"Decision Support Platform for Production of Chili using IoT, Cloud Computing, and Machine Learning Approach";"2022";"0";"false";"11"
"4627775807335981477";"Deep learning model based on urban multi-source data for predicting heavy metals (Cu, Zn, Ni, Cr) in industrial sewer networks";"2022";"0";"false";"7"
"17186786490976658684";" Sustainability, livability and wellbeing in a bionic internet-of-things";"2022";"0";"false";"20"
"4010192017344944952";"Towards Everyday Virtual Reality through Eye Tracking";"2022";"0";"false";"13"
"16074366025159948644";"Hybrid Beamforming for Terahertz Joint Ultra-Massive MIMO Radar-Communications";"2021";"0";"false";"13"
"7613412881827004695";"Sustainable Industry 4.0 Wireless Networks, Smart Factory Performance, and Cognitive Automation in Cyber-Physical System-based Manufacturing.";"2021";"0";"false";"4"
"3180741575806802252";"Digital twin technologies for turbomachinery in a life cycle perspective: A review";"2021";"2";"false";"4"
"5467206241898048016";" The worldwide C3S CORDEX grand ensemble: A major contribution to assess regional climate change in the IPCC AR6 Atlas";"2022";"0";"false";"7"
"12019605521219764223";"Neurobehavioral assessment of force feedback simulation in industrial robotic teleoperation";"2021";"0";"false";"39"
"2178154070866301253";"FastATDC: Fast Anomalous Trajectory Detection and Classification";"2022";"0";"false";"13"
"5793498688599876654";"Target Detection Based on Two-Stream Convolution Neural Network with Self-Powered Sensors Information";"2022";"0";"false";"13"
"10283435313186386703";" Profitability vs. Stability: The Choice of Trading Strategies in a Capacity Sharing Supply Chain";"2021";"0";"false";"13"
"13422294467807347949";"Industry 4.0 technologies as enablers of collaboration in circular supply chains: a systematic literature review";"2022";"0";"false";"4"
"18243737512609390037";"Digital Twin-Based Reconfiguration Time Point Prediction Method for Reconfigurable Manufacturing Systems";"2022";"0";"false";"13"
"15266438520514634415";" Adopting distributed ledger technology for the sustainable construction industry: evaluating the barriers using Ordinal Priority Approach";"2022";"0";"false";"13"
"13922139969046114918";"Application of the digital twin concept to solve the monitoring task of machine-building technological process";"2019";"1";"false";"13"
"11106551129171661890";"A big data-centric architecture metamodel for Industry 4.0";"2021";"1";"false";"13"
"14380903668570065055";" IDS-ML: An open source code for Intrusion Detection System development using Machine Learning";"2022";"0";"false";"89"
"1409844511712146536";"Exploring a Digital Twin Framework for lean management of constraints in construction: A literature review";"2022";"0";"false";"8"
"14623726423589698140";"Evaluación de herramientas industriales para Gemelos Digitales";"2021";"0";"false";"13"
"5152003409145724716";"Learning to Predict Grip Quality from Simulation: Establishing a Digital Twin to Generate Simulated Data for a Grip Stability Metric";"2023";"0";"false";"89"
"601294566224574979";" An investigation of digital technology implementation in off-site construction: current practice, challenges and expectations";"2021";"0";"false";"8"
"3151778852770330908";"How do different Industry 4.0 technologies support certain Circular Economy practices?";"2022";"0";"false";"13"
"17252307102552721517";"Research on influencing factors and multiple driving paths of intelligent transformation in China's manufacturing industry";"2021";"0";"false";"13"
"11802494276119972256";"Model identification and parameter tuning of dynamic loads in power distribution grid: Digital twin approach";"2021";"0";"false";"13"
"8946579638822646828";"Towards a Cybersecurity Testbed for Agricultural Vehicles and Environments";"2022";"0";"false";"11"
"12018445969151568276";"A review on artificial intelligence applications for grid-connected solar photovoltaic systems";"2021";"0";"false";"8"
"16000056204002436447";"Relación entre los estilos de liderazgo y la transformación digital en las sucursales de las entidades financieras en Lima Moderna, 2021";"NA";"0";"false";"13"
"8097938814126680436";"PFR Kiln Feature Selection for Modelling and Control";"2021";"0";"false";"13"
"4004840753557244050";"Towards integrated digital-twins: An application framework for autonomous maritime surface vessel development";"2022";"0";"false";"4"
"7300967542771666836";"Effect of the digital transformation of power system on renewable energy utilization in China";"2021";"0";"false";"4"
"10686660342684779643";" Artificial Intelligence as the Catalyst of Digital Payments in the Revolution Industry 4.0";"2021";"0";"false";"39"
"2780256070299215664";"Autonomous Digital Twin of Enterprise: Method and Toolset for Knowledge-Based Multi-Agent Adaptive Management of Tasks and Resources in Real Time";"2022";"0";"false";"13"
"5606286246910198686";"Augmented Reality-Based System for Skill Transfer of Workpiece Fixturing in Turning Operations";"2023";"0";"false";"13"
"7071262841417963364";"Digital Twin-driven sheet metal forming: modeling and application for stamping considering mold wear";"2022";"0";"false";"13"
"1951661033943197929";"Rumo à prevenção de acidentes com embarcações na região amazônica. Parte II: as tecnologias 4.0 como alternativas: Towards prevention of ship accidents in the …";"2022";"0";"false";"13"
"10655095676536279931";" Providing a Framework for virtual reality functions in B2B Business Customer Journey with a focus on immersion features";"2023";"0";"false";"4"
"10293833632469080273";" Complex system health condition estimation using tree-structured simple recurrent unit networks";"2022";"0";"false";"13"
"3580229365013098714";" What Can Managers Learn From Professional Poker Players About Decision-Making?";"2023";"0";"false";"13"
"5086637058939960805";"Role and Advantages of Digital Twin in Oil and Gas Industry";"2022";"0";"false";"4"
"3116671089505950371";"Scaling genetic improvement and automated program repair";"2022";"0";"false";"7"
"15566693894115217528";"Editorial introduction to the special issue: Social customer journey–behavioural and social implications of a digitally disruptive environment";"2022";"0";"false";"92"
"11771306114678366250";" Sustainability objectives and collaboration lifecycle in cluster organizations";"2022";"0";"false";"13"
"17582542251759263881";"Knowledge-enabled digital twin for smart designing of aircraft assembly line";"2021";"0";"false";"13"
"5472293110350724993";"DATA WAREHOUSE MODEL BASED ON KIMBALL METHODOLOGY TO SUPPORT DECISION MAKING IN ASSET MAINTENANCE";"2023";"0";"false";"13"
"2673880194607794319";" ТРАНСФОРМАЦИЯ ТЕХНОЛОГИЙ ИНФОРМАЦИОННОГО МОДЕЛИРОВАНИЯ ПРИ ЭКСПЛУАТАЦИИ НЕДВИЖИМОСТИ";"2003";"0";"false";"57"
"16440322884654723517";"Robust control of a lightweight structure for digital fabrication";"2020";"0";"false";"30"
"2082292913174028867";" Digital Media Teaching and Effectiveness Evaluation Integrating Big Data and Artificial Intelligence";"2022";"0";"false";"13"
"1771315323357664503";" 6th Quarterly Report July-September 2021 AESF Research Project# R-121 Development of a Sustainability Metrics System and";"2021";"0";"false";"3"
"14824634587181641939";"Edge-cloud polarization and collaboration: A comprehensive survey for ai";"2022";"0";"false";"13"
"5932950306015482595";"Tailored Digitalization in Electrode Manufacturing: The Backbone of Smart Lithium‐Ion Battery Cell Production";"2022";"0";"false";"13"
"4760306773213783771";"Systematic Review of Virtual Reality Solutions Employing Artificial Intelligence Methods";"2021";"0";"false";"13"
"13687691073677100271";"Machine-Learning-Based Digital Twin System for Predicting the Progression of Prostate Cancer";"2022";"0";"false";"8"
"1605946064598029909";"Virtual Navigation and Augmented Reality Shopping Tools, Immersive and Cognitive Technologies, and Image Processing Computational and Object Tracking …";"2022";"0";"false";"4"
"10148324563897664382";"A gemma-grafcet generator for the automation software of smart manufacturing systems";"2021";"1";"false";"13"
"2456010171342035374";"Temperature monitoring of nozzle guide vanes using ultrasonic guided waves";"2022";"0";"false";"3"
"486071803227661701";" Volatile threshold switching memristor: An emerging enabler in AIoT era";"2023";"0";"false";"39"
"293132701076972782";"How to Design Scheduling Solutions for Smart Manufacturing Environments Using RAMI 4.0?";"2022";"1";"false";"4"
"14419533276184900451";"Deep-Learning-Based Accurate Identification of Warehouse Goods for Robot Picking Operations";"2022";"0";"false";"11"
"9413202665494623424";"The State of Integrated Computer-Aided Manufacturing/Computer Numerical Control: Prior Development and the Path Toward a Smarter Computer Numerical …";"2020";"1";"false";"13"
"4892001131383916182";"A study of the Indonesian trucking business: Survival framework for land transport during the Covid-19 pandemic";"2023";"0";"false";"4"
"8950763411998809957";" Prospective for urban informatics";"2022";"0";"false";"13"
"16483444729106417615";" Challenges in platforming and digitizing decentralized energy services";"2022";"0";"false";"20"
"3786746583731397665";" Sustainable Manufacturing Systems: An Energy Perspective";"2022";"0";"false";"4"
"10710748812430946943";" Construction 4.0 Technologies and Decision-Making: A Systematic Review and Gap Analysis";"2022";"1";"false";"4"
"15192826697915887049";"CNN training using 3D virtual models for assisted assembly with mixed reality and collaborative robots";"2021";"0";"false";"13"
"12249739624690835349";"New horizontal and vertical field coils with optimised location for robust decentralized plasma position control in the IGNITOR tokamak";"2022";"0";"false";"4"
"17309240833606538576";" Machine learning approach to estimate soil matric potential in the plant root zone based on remote sensing data";"2022";"0";"false";"11"
"17088311903725640874";"A framework to identify key occupancy indicators for optimizing building operation using WiFi connection count data";"2021";"0";"false";"8"
"5383544673769550250";"Integration of PSO and deep learning for trend analysis of meta-verse";"2022";"0";"false";"13"
"11173576919654041208";"Taxonomy of generative adversarial networks for digital immunity of Industry 4.0 systems";"2021";"0";"false";"13"
"788133895945308346";"Modeling the artificial intelligence-based imperatives of industry 5.0 towards resilient supply chains: A post-COVID-19 pandemic perspective";"2023";"0";"false";"4"
"14687062344528882937";"Accelerated environmental performance-driven urban design with generative adversarial network";"2022";"0";"false";"13"
"1049916446260891288";"Consequences of COVID-19 for markets and productive systems";"2021";"0";"false";"89"
"13295440058814029085";"Development of a coordinate measuring machine—based inspection Planning system for industry 4.0";"2021";"0";"false";"13"
"16184525919432078433";"Efficient Procedure of Building University Campus Models for Digital Twin Simulation";"2022";"1";"false";"4"
"6038716338083997692";" The ICON-A model for direct QBO simulations on GPUs<? xmltex\break?>(version icon-cscs: baf28a514)";"2022";"0";"false";"7"
"16788071731666299462";" International Journal of Modern Engineering and Research Technology";"2022";"0";"false";"4"
"14735175077346348651";"Creating meaningful intelligence for decision-making by modelling complexities of human influence: review and position";"2022";"0";"false";"13"
"9040070420365481748";"Comparative study on deep transfer learning strategies for cross-system and cross-operation-condition building energy systems fault diagnosis";"2023";"0";"false";"4"
"255190455467654257";"Role Of AI In Strategy Formation and Industrial Relation Building";"2022";"0";"false";"13"
"665549228057312366";"Model‐based state of X estimation of lithium‐ion battery for electric vehicle applications";"2022";"0";"false";"2"
"4820156197486937737";"Structure, Martensitic Transformation, and Damping Properties of Functionally Graded NiTi Shape Memory Alloys Fabricated by Laser Powder Bed Fusion";"2022";"0";"false";"13"
"5542680965368987742";"NASA'S Advanced Information Systems Technology (AIST): Combining New Observing Strategies and Analytics Frameworks to Build Earth System Digital Twins";"2022";"1";"false";"7"
"5493683165660621320";"Challenges and opportunities in industry 4.0 for mechatronics, artificial intelligence and cybernetics";"2021";"0";"false";"13"
"15394729658537578329";" Разработка и оптимизация сети Интернета вещей для мониторинга качества продукции";"2022";"0";"false";"11"
"10027198641083379847";" Automated Visual Identification of Foliage Chlorosis in Lettuce Grown in Aquaponic Systems";"2023";"0";"false";"11"
"5225771482916799722";"Decoding Business Potential for Digital Sustainable Entrepreneurship: What Romanian Entrepreneurs Think and Do for the Future";"2022";"0";"false";"13"
"13450605778875243895";" A critical review of the role of technology and context in digital health research";"2022";"0";"false";"4"
"13207300711721311952";" Digital twins of the soil microbiome for climate mitigation";"2022";"1";"false";"7"
"13672444108416317342";"Distributed common data environment using blockchain and Interplanetary File System for secure BIM-based collaborative design";"2021";"0";"false";"8"
"717480098873720795";"Using a Digital Twin to Study the Influence of Climatic Changes on High Ozone Levels in Bulgaria and Europe";"2022";"1";"false";"7"
"14486254272439744375";" Digital Twin Driven Smart Home: A Feasibility Study";"2022";"0";"false";"13"
"8273059124116714090";"Design of automatic spray monitoring and tele-operation system based on digital twin technology";"2021";"0";"false";"13"
"6596107650212458056";"Implementation path and reference framework for Industrial Internet Platform (IIP) in product service system using industrial practice investigation method";"2022";"1";"false";"13"
"6375634543873699465";"Product sustainable design: a review from the environmental, economic, and social aspects";"2020";"1";"false";"4"
"1835870095182185538";"Research on a new method for optimizing surface roughness of cavitation abrasive flow polishing monocrystalline silicon";"2021";"0";"false";"13"
"10520558853149799151";"Estudo meta-analítico sobre imagem de país e suas relações";"2022";"0";"false";"4"
"10576851944681953523";"Recent progress on reliability analysis of offshore wind turbine support structures considering digital twin solutions";"2021";"1";"false";"4"
"17487917007955370129";"Intelligent agents based integration of machine learning and case base reasoning system";"2022";"0";"false";"13"
"18390191339155061303";"Blockchain, sport and fan tokens";"2022";"0";"false";"8"
"10895479210287351946";"Control and remote monitoring of the vertical machining center by using the OPC UA protocol";"2020";"0";"false";"13"
"17625072803228336445";"6G ecosystem: Current status and future perspective";"2021";"0";"false";"13"
"14872216763089057336";"Machine Tool Design Via Lightweighting For Reduced Energy Consumption";"2021";"0";"false";"13"
"17755907307431775964";"A secure authentication framework to guarantee the traceability of avatars in metaverse";"2022";"0";"false";"13"
"754370751610858389";" ББК: 32.85 И463";"NA";"0";"false";"8"
"4062219471290709410";"Future of artificial intelligence and its influence on supply chain risk management–A systematic review";"2022";"0";"false";"89"
"10180427031652275091";"User-centric Heterogeneous-action Deep Reinforcement Learning for Virtual Reality in the Metaverse over Wireless Networks";"2023";"0";"false";"13"
"10912432211635590538";"Production Systems Performance Optimization through Human/Machine Collaboration";"2022";"0";"false";"4"
"7975078746550637881";" Unlocking the Green Economy in African Countries";"2022";"0";"false";"4"
"15908921279451369234";"Mechanical fault detection based on machine learning for robotic RV reducer using electrical current signature analysis: A data-driven approach";"2022";"0";"false";"13"
"13847411145520222626";" Implementation of Hospital-to-Home Model for Nutritional Nursing Management of Patients with Chronic Kidney Disease Using Artificial Intelligence Algorithm …";"2022";"0";"false";"13"
"8861592189128808185";"Towards the development of an operational digital twin";"2020";"0";"false";"13"
"9000352557079578999";"Big data meets metaverse: A survey";"2022";"0";"false";"13"
"8079639814117669944";"Applying Learning-Assisted Systems in Manufacturing";"2022";"0";"false";"89"
"17075635740238847312";"Review of artificial intelligence applications in engineering design perspective";"2023";"0";"false";"39"
"17088817034871837502";" Digital twin-based ecogreen building design";"2021";"2";"false";"13"
"5003763819919598808";"Engagement of ethnic-minority consumers with electronic word of mouth (eWOM) on social media: the pivotal role of intercultural factors";"2021";"0";"false";"11"
"11657441576279095597";"Research on Augmented Reality Assisted Material Delivery System in Digital Workshop";"2022";"0";"false";"13"
"411029110189434773";"A holistic approach for achieving Sustainable manufacturing using Zero Defect Manufacturing: a conceptual Framework";"2022";"0";"false";"13"
"13944025048934697091";"Micro-Milling Tool Wear Monitoring via Nonlinear Cutting Force Model";"2022";"0";"false";"13"
"5097099887820746303";"Using cloud manufacturing to establish an ecosystem network for COVID-19 ventilator production";"2023";"1";"false";"13"
"17303305110892128061";"An Investigation of the Network Characteristics and Requirements of 3D Environmental Digital Twins for Inspection Robots";"2022";"0";"false";"7"
"17286953470387025635";"Analytics with digital-twinning: A decision support system for maintaining a resilient port";"2021";"0";"false";"13"
"17085651725401904147";"Healthier Construction: Conceptualising Transformation of Mental Health Outcomes through an Integrated Supply Chain Model";"2022";"0";"false";"8"
"4829929150286380011";"Resilient reverse logistics with blockchain technology in sustainable food supply chain management during COVID‐19";"2022";"0";"false";"13"
"11608145231656417509";"Resource recycling with the aim of achieving zero-waste manufacturing";"2022";"0";"false";"4"
"15445247671436989439";"Predictive control algorithms, real-world connected vehicle data, and smart mobility technologies in intelligent transportation planning and engineering";"2021";"0";"false";"4"
"5319182537192359125";"Project-focussed literature on public-private partnership (PPP) in developing countries: a critical review";"2022";"0";"false";"4"
"16655386706179685897";"Modeling Probabilistic-Based Reliability Analysis for Irrigation Water Supply Due to Uncertainties in Hydrological and Irrigation Factors";"2022";"0";"false";"11"
"5200574955708145266";"Towards financing the entrepreneurial SMEs: exploring the innovation drivers of successful crowdfunding via a multi-layer decision-making approach";"2023";"0";"false";"13"
"13242703673189659354";"Product Lifecycle: Social and Political Reflections from the Digital and Sustainable Perspectives";"2021";"0";"false";"4"
"12225630471116144860";" AUTOMATED SEMANTIC SWOT ANALYSIS FOR CITY PLANNING TARGETS";"NA";"1";"false";"28"
"478019797911942895";"Extension of the CCMS 2.0 maturity model towards Artificial Intelligence";"2022";"0";"false";"4"
"4256940400662886422";"Planejamento e Avaliaçao de Redes de Computadores Utilizando Cópias Digitais: Estudo da Rede Metropolitana de Belém (MetroBel)";"2022";"0";"false";"89"
"16493052976188504996";" An approach for leveraging Digital Twins in agent-based production systems";"2021";"1";"false";"13"
"1010455465879050168";"Scheduling Policy for Value-of-Information (VoI) in Trajectory Estimation for Digital Twins";"2023";"0";"false";"4"
"7822242600533602883";"Review on cyber-physical and cyber-security system in smart grid: Standards, protocols, constraints, and recommendations";"2022";"0";"false";"89"
"12609270739576346426";"面向船舶分段制造过程的动态知识图谱建模方法";"2021";"0";"false";"13"
"10032748000804763331";"Cloud manufacturing developments: a review";"2023";"0";"false";"13"
"16771354987934953879";" Structural damage localization via deep learning and iot enabled digital twin";"2022";"1";"false";"13"
"14756051632275458782";"Overview: Technology roadmap of the future trend of metaverse based on IoT, blockchain, AI technique, and medical domain metaverse activity";"2022";"0";"false";"13"
"3300520283044655852";"Assessment of 3D Models Placement Methods in Augmented Reality";"2022";"0";"false";"13"
"17369020283714713144";"A multivariate approach to synthetize large amount of connectivity matrices for management decisions: Application to oyster population restocking in the pearl farming …";"2023";"0";"false";"7"
"14852939241646216517";"Digitization technologies in transport logistics: A systematic literature review protocol";"2022";"0";"false";"4"
"1511322555214508106";"Multi-level damage diagnosis on stiffened composite panels based on a damage-uninformative digital twin";"2022";"0";"false";"7"
"2149129408377028241";"Internet of things-enabled sustainability, big data-driven decision-making processes, and digitized mass production in industry 4.0-based manufacturing systems";"2021";"0";"false";"13"
"16139795969567811523";" ارائۀ مدل ساختاری تفسیری موانع به‌کارگیری فناوری بلاکچین در زنجیرۀ تأمین صنایع غذایی‎";"2022";"0";"false";"13"
"9138010392624293949";" Special Issue on Digital Twins in Industry";"2021";"1";"false";"3"
"2935305050914907637";" Knowledge, attitude and perception of artificial intelligence and its application in the key operations of insurance in Nigeria";"2021";"0";"false";"39"
"3227257509651647528";"Optimization of Work Environment and Community Labor Health Based on Digital Model—Empirical Evidence from Developing Countries";"2022";"0";"false";"13"
"4700809855148991123";"Human digital twins in acquiring information about human mental processes for cognitive mimetics";"2022";"0";"false";"13"
"14378191141112994492";"Maritime trade in the Indian Ocean: value-focused thinking for BRI and CPEC by employing A'WOT hybrid technique";"2021";"0";"false";"13"
"3483494836437351260";"Impact of enterprise digitalization on green innovation performance under the perspective of production and operation";"2022";"0";"false";"13"
"14092526607960545093";"Sensor-based big data applications and environmentally sustainable urban development in internet of things-enabled smart cities";"2021";"0";"false";"4"
"3604914374519790695";"Metaverse Meets Branding: Examining Consumer Responses to Immersive Brand Experiences";"2023";"0";"false";"13"
"7971009469425483228";"Point Cloud-based Proactive Link Quality Prediction for Millimeter-wave Communications";"2023";"1";"false";"54"
"744675548320710131";"The impact of healthcare 4.0 on the healthcare service quality: a systematic literature review";"2022";"0";"false";"13"
"7304116058024485317";"Smart drip irrigation system using IOT";"2021";"1";"false";"11"
"17610144571698790217";"Supply Chain Quality Management and Industry 5.0-A Literature Review and Analysis";"2022";"0";"false";"1"
"16356535166048104261";"NeuroVerse: neurosurgery in the era of Metaverse and other technological breakthroughs";"2023";"0";"false";"89"
"389073435828795901";"Predicting the porosity defects in selective laser melting (SLM) by molten pool geometry";"2022";"0";"false";"13"
